line	year	accession	stock	plot	sfw	rfw	dmc	tfw	trdm	hi	rs_ratio	row	col	rep	line_num
C2.8_ETH4261	2024	C2-8	C2-8	7051	1.44	2.86	37.41007194	4.3	1.069928058	0.665116279	1.986111111	40	12	2	4261
C2.8_ETH4261	2024	C2-8	C2-8	8096	3.01	4.9	35.65217391	7.91	1.746956522	0.619469027	1.627906977	21	14	3	4261
C2.8_ETH4261	2024	C2-8	C2-8	9074	3.76	5.83	35.59322034	9.59	2.075084746	0.607924922	1.550531915	60	15	4	4261
C2.8_ETH4261	2024	C2-8	C2-8	10100	3.6	5.33	33.33333333	8.93	1.776666667	0.596864502	1.480555556	60	17	5	4261
C2.8_ETH4261	2024	C2-8	C2-8	11082	2.32	3.45	32.35294118	5.77	1.116176471	0.597920277	1.487068966	16	19	6	4261
C2.8_ETH4261	2024	C2-8	C2-8	12040	2.56	3.24	33.33333333	5.8	1.08	0.55862069	1.265625	53	20	7	4261
C2.8_ETH4261	2024	C2-8	C2-8	13001	3.25	6.08	36.8852459	9.33	2.242622951	0.651661308	1.870769231	11	21	8	4261
C2.8_ETH4261	2024	C2-8	C2-8	14055	1.15	1.95	34.45378151	3.1	0.671848739	0.629032258	1.695652174	39	23	9	4261
C2.8_ETH4261	2024	C2-8	C2-8	15017	1.83	3.37	39.17525773	5.2	1.320206186	0.648076923	1.841530055	26	24	10	4261
C2.8_ETH4261	2024	C2-8	C2-8	16093	2.16	4.38	40.20618557	6.54	1.761030928	0.669724771	2.027777778	25	27	11	4261
C2.8_ETH4261	2024	C2-8	C2-8	17084	2.13	3.68	38.23529412	5.81	1.407058824	0.633390706	1.727699531	11	28	12	4261
C2.8_ETH4262	2022	C2-8	C2-8	5069	5.53	6.1	35.20754717	11.63	2.147660377	0.524505589	1.103074141	38	11	1	4262
C2.8_ETH4262	2022	C2-8	C2-8	6040	4.02	4.09	35.47	8.11	1.450723	0.50431566	1.017412935	46	12	2	4262
C2.8_ETH4262	2022	C2-8	C2-8	7089	5.47	5.22	33.17610063	10.69	1.731792453	0.488306829	0.954296161	22	15	3	4262
C2.8_ETH4262	2022	C2-8	C2-8	8059	4.66	3.43	35.26724138	8.09	1.209666379	0.423980222	0.736051502	54	17	4	4262
C2.8_ETH4262	2022	C2-8	C2-8	9096	3.89	3.87	22.38541667	7.76	0.866315625	0.49871134	0.994858612	19	19	5	4262
C2.8_ETH4262	2022	C2-8	C2-8	10024	6.38	7.1	36.53763441	13.48	2.594172043	0.526706231	1.112852665	22	20	6	4262
C2.8_ETH4262	2022	C2-8	C2-8	11013	9.96	8.39	24.98095238	18.35	2.095901905	0.457220708	0.842369478	9	22	7	4262
C2.8_ETH4262	2022	C2-8	C2-8	12108	4.31	4.93	23.88785047	9.24	1.177671028	0.533549784	1.143851508	13	25	8	4262
C2.8_ETH4262	2022	C2-8	C2-8	13046	4.25	5.59	32.16513761	9.84	1.798031193	0.568089431	1.315294118	41	26	9	4262
C2.8_ETH4262	2022	C2-8	C2-8	14025	8.75	10.03	34.27272727	18.78	3.437554545	0.534078807	1.146285714	25	28	10	4262
C2.8_ETH4262	2023	C2-8	C2-8	584	3.11	2.412	40.47619048	5.522	0.976285714	0.436798261	0.775562701	34	1	1	4262
C2.8_ETH4262	2023	C2-8	C2-8	663	4.41	3.093	38.05309735	7.503	1.176982301	0.412235106	0.701360544	25	3	2	4262
C2.8_ETH4262	2023	C2-8	C2-8	805	1.17	1.42	38.18181818	2.59	0.542181818	0.548262548	1.213675214	36	6	3	4262
C2.8_ETH4262	2023	C2-8	C2-8	807	3.77	1.158	36	4.928	0.41688	0.234983766	0.307161804	34	6	4	4262
C2.8_ETH4262	2023	C2-8	C2-8	876	4.63	2.284	37.5	6.914	0.8565	0.330344229	0.493304536	53	8	5	4262
C2.8_ETH4262	2023	C2-8	C2-8	925	5.82	4.094	36.36363636	9.914	1.488727273	0.412951382	0.703436426	23	9	6	4262
C2.8_ETH4262	2023	C2-8	C2-8	927	10.83	4.448	36.84210526	15.278	1.638736842	0.291137583	0.410710988	25	9	7	4262
C2.8_ETH4262	2023	C2-8	C2-8	1029	10.95	6.46	28.92561983	17.41	1.868595041	0.37105112	0.589954338	39	11	8	4262
C2.8_ETH4262	2023	C2-8	C2-8	1187	7.18	5.742	34.74576271	12.922	1.995101695	0.444358458	0.799721448	21	15	9	4262
C2.8_ETH4262	2023	C2-8	C2-8	1303	2.54	3.792	38.59649123	6.332	1.463578947	0.598862919	1.492913386	49	17	10	4262
C2.8_ETH4262	2023	C2-8	C2-8	1382	2.48	3.816	37.89473684	6.296	1.446063158	0.606099111	1.538709677	40	19	11	4262
C2.8_ETH4262	2023	C2-8	C2-8	1469	3.22	5.026	38.23529412	8.246	1.921705882	0.60950764	1.560869565	39	21	12	4262
C2.8_ETH4262	2023	C2-8	C2-8	1516	10.13	7.88	31.77570093	18.01	2.503925234	0.437534703	0.777887463	29	22	13	4262
C2.8_ETH4262	2023	C2-8	C2-8	1665	1.37	2.038	37.64705882	3.408	0.767247059	0.598004695	1.487591241	56	26	14	4262
C2.8_ETH4262	2023	C2-8	C2-8	1688	3	2.258	36.58536585	5.258	0.826097561	0.429440852	0.752666667	33	26	15	4262
C2.8_ETH4262	2023	C2-8	C2-8	1716	10.03	5.396	35.05154639	15.426	1.891381443	0.349799041	0.537986042	22	27	16	4262
C2.8_ETH4262	2023	C2-8	C2-8	1775	4.99	5.13	37.37373737	10.12	1.917272727	0.506916996	1.028056112	34	28	17	4262
C2.8_ETH4262	2024	C2-8	C2-8	6054	1.96	4.33	36.93693694	6.29	1.599369369	0.688394277	2.209183673	11	10	1	4262
C2.8_ETH4262	2024	C2-8	C2-8	7074	2.77	5.85	40.47619048	8.62	2.367857143	0.678654292	2.111913357	17	12	2	4262
C2.8_ETH4262	2024	C2-8	C2-8	9092	2.26	4.5	34.28571429	6.76	1.542857143	0.665680473	1.991150442	51	16	3	4262
C2.8_ETH4262	2024	C2-8	C2-8	11019	2.51	4.12	36.36363636	6.63	1.498181818	0.621417798	1.641434263	48	18	4	4262
C2.8_ETH4262	2024	C2-8	C2-8	12100	3.61	5.64	38.33333333	9.25	2.162	0.60972973	1.56232687	8	21	5	4262
C2.8_ETH4262	2024	C2-8	C2-8	13070	2.02	3.43	32.60869565	5.45	1.118478261	0.629357798	1.698019802	49	22	6	4262
C2.8_ETH4262	2024	C2-8	C2-8	14021	3.05	4.9	38.18181818	7.95	1.870909091	0.616352201	1.606557377	5	23	7	4262
C2.8_ETH4262	2024	C2-8	C2-8	15026	1.7	3.32	38.41059603	5.02	1.275231788	0.661354582	1.952941176	17	24	8	4262
C2.8_ETH4262	2024	C2-8	C2-8	16030	1.21	2.31	34.34343434	3.52	0.793333333	0.65625	1.909090909	39	26	9	4262
C2.8_ETH4262	2024	C2-8	C2-8	17077	1.81	3.5	42.14285714	5.31	1.475	0.65913371	1.933701657	18	28	10	4262
C2.8_ETH4265	2022	C2-8	C2-8	5087	3.24	4.18	33.93396226	7.42	1.418439623	0.563342318	1.290123457	20	11	1	4265
C2.8_ETH4265	2022	C2-8	C2-8	6002	1.52	0.84	33.15714286	2.36	0.27852	0.355932203	0.552631579	8	12	2	4265
C2.8_ETH4265	2022	C2-8	C2-8	7109	2.87	1.12	79.02898551	3.99	0.885124638	0.280701754	0.390243902	2	15	3	4265
C2.8_ETH4265	2022	C2-8	C2-8	8047	3.43	3.64	34.37362637	7.07	1.2512	0.514851485	1.06122449	49	16	4	4265
C2.8_ETH4265	2022	C2-8	C2-8	9036	2.35	2.79	28.69942197	5.14	0.800713873	0.542801556	1.187234043	36	18	5	4265
C2.8_ETH4265	2022	C2-8	C2-8	10090	3.14	3.44	32.7745098	6.58	1.127443137	0.522796353	1.095541401	27	21	6	4265
C2.8_ETH4265	2022	C2-8	C2-8	11033	3.03	5.32	28.66055046	8.35	1.524741284	0.637125749	1.755775578	29	22	7	4265
C2.8_ETH4265	2022	C2-8	C2-8	12090	4.38	5.79	31.41	10.17	1.818639	0.569321534	1.321917808	31	25	8	4265
C2.8_ETH4265	2022	C2-8	C2-8	13010	2.35	1.41	28.72727273	3.76	0.405054545	0.375	0.6	5	26	9	4265
C2.8_ETH4265	2022	C2-8	C2-8	14072	3.07	3.2	33.18681319	6.27	1.061978022	0.510366826	1.042345277	43	29	10	4265
C2.8_ETH4265	2023	C2-8	C2-8	636	5.71	4.798	32.8	10.508	1.573744	0.456604492	0.84028021	29	2	1	4265
C2.8_ETH4265	2023	C2-8	C2-8	831	4.19	1.454	31.00775194	5.644	0.450852713	0.25761871	0.347016706	17	7	2	4265
C2.8_ETH4265	2023	C2-8	C2-8	834	9.19	6.502	30.10752688	15.692	1.957591398	0.414351262	0.707508161	20	7	3	4265
C2.8_ETH4265	2023	C2-8	C2-8	1009	5.25	3.704	37.5	8.954	1.389	0.413669868	0.70552381	19	11	4	4265
C2.8_ETH4265	2023	C2-8	C2-8	1040	3.09	4.202	29.72972973	7.292	1.249243243	0.576247943	1.35987055	50	11	5	4265
C2.8_ETH4265	2023	C2-8	C2-8	1050	13.5	5.924	39.17525773	19.424	2.320742268	0.304983526	0.438814815	55	12	6	4265
C2.8_ETH4265	2023	C2-8	C2-8	1068	7.535	6.708	37.98449612	14.243	2.548	0.470968195	0.890245521	37	12	7	4265
C2.8_ETH4265	2023	C2-8	C2-8	1070	5.01	4.826	37.6146789	9.836	1.815284404	0.490646604	0.963273453	35	12	8	4265
C2.8_ETH4265	2023	C2-8	C2-8	1166	4.62	3.978	35.55555556	8.598	1.4144	0.462665736	0.861038961	27	14	9	4265
C2.8_ETH4265	2023	C2-8	C2-8	1221	8.51	5.212	32.69230769	13.722	1.703923077	0.379828013	0.612455934	55	15	10	4265
C2.8_ETH4265	2023	C2-8	C2-8	1398	3.45	4.346	36.73469388	7.796	1.596489796	0.557465367	1.259710145	56	19	11	4265
C2.8_ETH4265	2023	C2-8	C2-8	1513	5.65	3.682	36	9.332	1.32552	0.394556365	0.651681416	32	22	12	4265
C2.8_ETH4265	2023	C2-8	C2-8	1548	10.7	6.522	34.69387755	17.222	2.262734694	0.378701661	0.60953271	30	23	13	4265
C2.8_ETH4265	2023	C2-8	C2-8	1646	4.72	4.754	34.95145631	9.474	1.661592233	0.501794385	1.00720339	40	25	14	4265
C2.8_ETH4265	2023	C2-8	C2-8	1650	2.89	3.546	38.29787234	6.436	1.358042553	0.550963331	1.226989619	44	25	15	4265
C2.8_ETH4265	2023	C2-8	C2-8	1678	3.26	4.072	24.13793103	7.332	0.982896552	0.555373704	1.249079755	43	26	16	4265
C2.8_ETH4265	2023	C2-8	C2-8	1781	2.97	2.748	35.77981651	5.718	0.983229358	0.480587618	0.925252525	28	28	17	4265
C2.8_ETH4265	2024	C2-8	C2-8	6024	2.15	3.23	38.4	5.38	1.24032	0.600371747	1.502325581	41	10	1	4265
C2.8_ETH4265	2024	C2-8	C2-8	6049	3.8	6.35	40	10.15	2.54	0.625615764	1.671052632	16	10	2	4265
C2.8_ETH4265	2024	C2-8	C2-8	7002	2.4	4.3	35.9375	6.7	1.5453125	0.641791045	1.791666667	40	11	3	4265
C2.8_ETH4265	2024	C2-8	C2-8	7086	1.45	1.94	40.6779661	3.39	0.789152542	0.572271386	1.337931034	5	12	4	4265
C2.8_ETH4265	2024	C2-8	C2-8	8059	3.86	4.82	41.80327869	8.68	2.014918033	0.555299539	1.248704663	58	14	5	4265
C2.8_ETH4265	2024	C2-8	C2-8	9005	2.32	3.9	34.86238532	6.22	1.359633028	0.627009646	1.681034483	10	14	6	4265
C2.8_ETH4265	2024	C2-8	C2-8	9020	1.36	3.34	41.30434783	4.7	1.379565217	0.710638298	2.455882353	6	15	7	4265
C2.8_ETH4265	2024	C2-8	C2-8	10036	1.85	2.64	34.4	4.49	0.90816	0.587973274	1.427027027	5	16	8	4265
C2.8_ETH4265	2024	C2-8	C2-8	10082	2.42	3.89	34.67741935	6.31	1.348951613	0.616481775	1.607438017	42	17	9	4265
C2.8_ETH4265	2024	C2-8	C2-8	11075	1.73	2.57	35.24590164	4.3	0.905819672	0.597674419	1.485549133	9	19	10	4265
C2.8_ETH4265	2024	C2-8	C2-8	12076	1.28	2.62	32.28346457	3.9	0.845826772	0.671794872	2.046875	17	20	11	4265
C2.8_ETH4265	2024	C2-8	C2-8	13054	2.19	3.92	37.95620438	6.11	1.487883212	0.641571195	1.789954338	64	21	12	4265
C2.8_ETH4265	2024	C2-8	C2-8	13088	1.07	0.94	33.58778626	2.01	0.315725191	0.467661692	0.878504673	31	22	13	4265
C2.8_ETH4265	2024	C2-8	C2-8	14034	1.34	3.25	38.83495146	4.59	1.262135922	0.708061002	2.425373134	18	23	14	4265
C2.8_ETH4265	2024	C2-8	C2-8	14049	1.66	3.36	33.05785124	5.02	1.110743802	0.669322709	2.024096386	33	23	15	4265
C2.8_ETH4265	2024	C2-8	C2-8	15004	1.57	3.05	40	4.62	1.22	0.66017316	1.942675159	39	24	16	4265
C2.8_ETH4265	2024	C2-8	C2-8	15009	0.9	0.88	38.04347826	1.78	0.334782609	0.494382022	0.977777778	34	24	17	4265
C2.8_ETH4265	2024	C2-8	C2-8	16042	2.32	5.66	33.61344538	7.98	1.902521008	0.709273183	2.439655172	27	26	18	4265
C2.8_ETH4265	2024	C2-8	C2-8	16053	1.55	2.98	35.71428571	4.53	1.064285714	0.657836645	1.922580645	16	26	19	4265
C2.8_ETH4265	2024	C2-8	C2-8	17070	1.71	3.04	38.58267717	4.75	1.172913386	0.64	1.777777778	25	28	20	4265
C2.8_ETH4265	2024	C2-8	C2-8	17083	1.36	2.88	39.04109589	4.24	1.124383562	0.679245283	2.117647059	12	28	21	4265
C2.8_ETH4266	2022	C2-8	C2-8	5097	3.49	2.24	37.65957447	5.73	0.843574468	0.390924956	0.641833811	10	11	1	4266
C2.8_ETH4266	2022	C2-8	C2-8	6084	2.85	1.89	32.08571429	4.74	0.60642	0.398734177	0.663157895	25	13	2	4266
C2.8_ETH4266	2022	C2-8	C2-8	7075	2.63	3.17	31.28104575	5.8	0.99160915	0.546551724	1.205323194	36	15	3	4266
C2.8_ETH4266	2022	C2-8	C2-8	8071	4.26	5.22	32.15	9.48	1.67823	0.550632911	1.225352113	42	17	4	4266
C2.8_ETH4266	2022	C2-8	C2-8	9077	3.32	4	32.96685083	7.32	1.318674033	0.546448087	1.204819277	38	19	5	4266
C2.8_ETH4266	2022	C2-8	C2-8	10074	2.37	1.97	37.46078431	4.34	0.737977451	0.453917051	0.831223629	43	21	6	4266
C2.8_ETH4266	2022	C2-8	C2-8	11024	6.45	5.56	29.1509434	12.01	1.620792453	0.462947544	0.862015504	20	22	7	4266
C2.8_ETH4266	2022	C2-8	C2-8	12023	4.92	5.9	25.16304348	10.82	1.484619565	0.545286506	1.199186992	17	24	8	4266
C2.8_ETH4266	2022	C2-8	C2-8	13071	4.72	5.8	30.83486239	10.52	1.788422018	0.551330798	1.228813559	49	27	9	4266
C2.8_ETH4266	2022	C2-8	C2-8	14093	1.15	1.16	35.51136364	2.31	0.411931818	0.502164502	1.008695652	22	29	10	4266
C2.8_ETH4266	2023	C2-8	C2-8	648	1.84	2.308	40.90909091	4.148	0.944181818	0.556412729	1.254347826	17	2	1	4266
C2.8_ETH4266	2023	C2-8	C2-8	800	6.77	4.216	38.01652893	10.986	1.60277686	0.383761151	0.622747415	41	6	2	4266
C2.8_ETH4266	2023	C2-8	C2-8	851	3.72	2.692	40	6.412	1.0768	0.419837804	0.723655914	37	7	3	4266
C2.8_ETH4266	2023	C2-8	C2-8	940	3.26	0.962	39.24050633	4.222	0.377493671	0.227854098	0.295092025	38	9	4	4266
C2.8_ETH4266	2023	C2-8	C2-8	970	7.42	4.354	33.61344538	11.774	1.463529412	0.36979786	0.586792453	47	10	5	4266
C2.8_ETH4266	2023	C2-8	C2-8	998	3.64	3.066	39.77272727	6.706	1.219431818	0.457202505	0.842307692	19	10	6	4266
C2.8_ETH4266	2023	C2-8	C2-8	1067	4.1	2.728	31.39534884	6.828	0.856465116	0.399531342	0.665365854	38	12	7	4266
C2.8_ETH4266	2023	C2-8	C2-8	1102	6.1	4.066	38.38383838	10.166	1.560686869	0.399960653	0.666557377	24	13	8	4266
C2.8_ETH4266	2023	C2-8	C2-8	1148	6.62	5.246	30.25210084	11.866	1.58702521	0.442103489	0.79244713	45	14	9	4266
C2.8_ETH4266	2023	C2-8	C2-8	1203	3.68	2.564	38.46153846	6.244	0.986153846	0.410634209	0.69673913	37	15	10	4266
C2.8_ETH4266	2023	C2-8	C2-8	1205	8.08	4.906	30.70175439	12.986	1.50622807	0.377791468	0.607178218	39	15	11	4266
C2.8_ETH4266	2023	C2-8	C2-8	1270	4.18	3.938	34.52380952	8.118	1.359547619	0.485094851	0.942105263	16	17	12	4266
C2.8_ETH4266	2023	C2-8	C2-8	1361	6.32	5.786	35.0877193	12.106	2.030175439	0.477944821	0.915506329	19	19	13	4266
C2.8_ETH4266	2023	C2-8	C2-8	1478	3.45	5.164	38.46153846	8.614	1.986153846	0.599489204	1.496811594	48	21	14	4266
C2.8_ETH4266	2023	C2-8	C2-8	1585	2.75	3.7	38.70967742	6.45	1.432258065	0.573643411	1.345454545	48	24	15	4266
C2.8_ETH4266	2023	C2-8	C2-8	1770	6.3	4.244	29.89690722	10.544	1.268824742	0.402503794	0.673650794	39	28	16	4266
C2.8_ETH4266	2023	C2-8	C2-8	1771	6.16	5.28	36.53846154	11.44	1.929230769	0.461538462	0.857142857	38	28	17	4266
C2.8_ETH4266	2023	C2-8	C2-8	1819	4.01	3.714	36.9047619	7.724	1.370642857	0.480838944	0.926184539	37	29	18	4266
C2.8_ETH4266	2024	C2-8	C2-8	6035	2.64	4.15	30.08130081	6.79	1.248373984	0.611192931	1.571969697	30	10	1	4266
C2.8_ETH4266	2024	C2-8	C2-8	8025	1.2	2.3	36	3.5	0.828	0.657142857	1.916666667	37	13	2	4266
C2.8_ETH4266	2024	C2-8	C2-8	9069	2.48	3.9	38.79310345	6.38	1.512931034	0.611285266	1.572580645	55	15	3	4266
C2.8_ETH4266	2024	C2-8	C2-8	10026	1.9	3.61	39.84962406	5.51	1.438571429	0.655172414	1.9	15	16	4	4266
C2.8_ETH4266	2024	C2-8	C2-8	11060	2.53	3.2	33.57664234	5.73	1.074452555	0.558464223	1.264822134	7	18	5	4266
C2.8_ETH4266	2024	C2-8	C2-8	12087	2.42	5.11	34.88372093	7.53	1.78255814	0.678618858	2.111570248	6	20	6	4266
