plot_name,date,volume
R1_#54_HM_4494,20220415,
R1_#47_4724,20220415,0.0022382731549441814
R1_WT_FEC_4788,20220415,0.0022861396428197622
R1_WT_FEC_4798,20220415,0.002839567605406046
R1_#2-6_B33::IbSUS_4616,20220415,0.0013123698299750686
R1_#2-25_AGPaseRNAi_165,20220415,0.0012796048540621996
R1_#57_IPT7+ACL5_175,20220415,0.0039048718754202127
R1_#2-18_AAP1_4358,20220415,0.006124014500528574
R1_WT_FEC_4782,20220415,0.00789061188697815
R1_#2-20_MeSUS1::IbSUS_296,20220415,0.014346526935696602
R1_#2-14_mitoGS_4275,20220415,0.013413552194833755
R1_#2-14_mitoGS_4267,20220415,0.009413844905793667
R1_#46_4389,20220415,0.017312325537204742
R1_#2-18_AAP1_4354,20220415,0.019242407754063606
R1_VC_4239,20220415,0.022677620872855186
R1_#58_IPT7_95,20220415,0.016900401562452316
R1_#2-7_AVP1_4638,20220415,0.03489292412996292
R1_#2-20_MeSUS1::IbSUS_285,20220415,0.03100591152906418
R1_#54_HM_4490,20220415,0.02977633662521839
R1_#57_IPT7+ACL5_176,20220415,0.03444298356771469
R1_#47_4763,20220415,0.047806065529584885
R1_#2-5_35S::glgC_4598,20220415,0.048220522701740265
R1_#2-7_AVP1_4644,20220415,0.028640806674957275
R1_#2-14_mitoGS_4268,20220415,0.045947156846523285
R1_#2-25_AGPaseRNAi_154,20220415,0.04024098813533783
R1_#58_IPT7_188,20220415,0.03744468465447426
R1_#2-6_B33::IbSUS_4610,20220415,0.028637176379561424
R1_#48_mitoGS+AAP1_4440,20220415,0.02690666727721691
R1_WT_60444,20220415,0.03669708967208862
R1_#2-7_AVP1_4585,20220415,0.03852008655667305
R1_#46_4374,20220415,0.041717156767845154
R1_#2-20_MeSUS1::IbSUS_293,20220415,0.030520109459757805
R1_#2-20_MeSUS1::IbSUS_291,20220415,0.0357813686132431
R1_#44_4681,20220415,0.0346820093691349
R1_#57_IPT7+ACL5_180,20220415,0.024330418556928635
R1_VC_4243,20220415,0.035679250955581665
R1_#59_ACL5_12,20220415,0.022992707788944244
R1_#2-25_AGPaseRNAi_61,20220415,0.020127253606915474
R1_#48_mitoGS+AAP1_4435,20220415,0.019323056563735008
R1_#2-20_MeSUS1::IbSUS_279,20220415,0.01575007289648056
R1_#2-8_AKT2_4262,20220415,0.017215546220541
R1_#2-5_35S::glgC_4600,20220415,0.012879067100584507
R1_#2-25_AGPaseRNAi_171,20220415,0.011548876762390137
R1_#2-7_AVP1_4648,20220415,0.011132655665278435
R1_#46_4393,20220415,0.010338455438613892
R1_#2-7_AVP1_4642,20220415,0.006850327365100384
R1_#2-18_AAP1_4349,20220415,0.0036354917101562023
R1_#2-5_35S::glgC_4607,20220415,0.0022593452595174313
R1_#44_4685,20220415,0.0028323624283075333
R1_#2-7_AVP1_4587,20220415,0.0013308257330209017
R1_#2-5_35S::glgC_4596,20220415,0.0017581434221938252
R1_#44_4668,20220415,0.0028854894917458296
R1_#2-18_AAP1_4359,20220415,0.0010698505211621523
R1_#59_ACL5_31,20220415,0.00169765658210963
R1_#46_4375,20220415,0.00558588607236743
R1_#58_IPT7_94,20220415,0.0010022735223174095
R1_#47_4748,20220415,0.0010105040855705738
R1_#2-5_35S::glgC_4592,20220415,0.004209754057228565
R1_#48_mitoGS+AAP1_4459,20220415,0.00012402216088958085
R1_#44_4719,20220415,0.0010702827712520957
R1_#2-5_35S::glgC_4590,20220415,0.0044509246945381165
R1_#44_4718,20220415,0.007311552297323942
R1_#44_4701,20220415,0.014013933949172497
R1_#2-20_MeSUS1::IbSUS_276,20220415,0.011037338525056839
R1_VC_4218,20220415,0.012867109850049019
R1_#57_IPT7+ACL5_2,20220415,0.008868870325386524
R1_#2-8_AKT2_4255,20220415,0.008767019957304
R1_#2-8_AKT2_4255,20220415,0.010527967475354671
R1_#57_IPT7+ACL5_179,20220415,0.011315680108964443
