plot_name,date,height_quantile_95
2023_101_MeSUS1::SUS1_293_R1,20230412,0.026615142822265625
2023_102_SUS1+UGP1+FRK1_251_R1,20230412,0.04728393256664276
2023_103_pOsAnt::HvAlaAT_4810_R1,20230412,0.08134078979492188
2023_104_SUS1+UGP1_237_R1,20230412,0.043115995824337006
2023_105_StSSS::NTT_4875_R1,20230412,0.05942688137292862
2023_106_pStGBSS1::GPT/pStB33::NTT_4838_R1,20230412,0.07223816961050034
2023_107_SUS1+UGP1_220_R1,20230412,0.04895781725645065
2023_108_MeGBSS1::GPT_4864_R1,20230412,0.06447982788085938
2023_564_pStGBSS1::GPT/pStB33::NTT_4838_R1,20230412,0.047595977783203125
2023_565_SUS1+UGP1+FRK1_251_R1,20230412,0.020898818969726562
2023_566_pMeGBSS1::GPT/pStSSS::NTT_4879_R1,20230412,0.032700344920158386
2023_567_#46_4389_R1,20230412,0.023104842752218246
2023_568_#46_4391_R11,20230412,0.12828369438648224
2023_569_TMT_4818_R1,20230412,0.08487854152917862
2023_570_AAP1_4349_R12,20230412,0.044528186321258545
2023_571_pStGBSS1::GPT/pStB33::NTT_4847_R1,20230412,0.0441131591796875
2023_572_MeGBSS1::GPT_4861_R1,20230412,0.039011385291814804
2023_573_StSSS::NTT_4868_R1,20230412,0.05431976169347763
2023_574_WT_FEC_4792_R18,20230412,0.03702392429113388
2023_575_SUS1+UGP1_237_R1,20230412,0.017782211303710938
2023_576_VC_4218_R14,20230412,0.0334445983171463
2023_577_MeSUS1::SUS1_293_R1,20230412,0.07061386108398438
2023_578_#46_4375_R11,20230412,0.03027801774442196
2023_579_SUS1+UGP1+FRK1_259_R1,20230412,0.02140045166015625
2023_580_WT_FEC_4782_R18,20230412,0.0756072998046875
2023_581_VC_4239_R1,20230412,0.09214170277118683
2023_582_VC_4243_R13,20230412,0.02444610558450222
2023_583_AAP1_4354_R11,20230412,0.02960243634879589
2023_584_AKT2_4262_R17,20230412,0.03473662957549095
