plot_name,no_plant,date,height_quantile_95
2024_EF1-11_C46_ETH4374_S,plant_8,20240517,0.7373270988464355
2024_EF1-11_C46_ETH4374_S,plant_9,20240517,0.7062732577323914
2024_EF1-12_C2-14_ETH4267_S,plant_1,20240517,0.6392275094985962
2024_EF1-12_C2-14_ETH4267_S,plant_2,20240517,0.7626349329948425
2024_EF1-12_C2-14_ETH4267_S,plant_3,20240517,0.7070888876914978
2024_EF1-12_C2-14_ETH4267_S,plant_4,20240517,0.8017199039459229
2024_EF1-12_C2-14_ETH4267_S,plant_5,20240517,0.6615033745765686
2024_EF1-12_C2-14_ETH4267_S,plant_6,20240517,0.8303838968276978
2024_EF1-12_C2-14_ETH4267_S,plant_7,20240517,0.7312052249908447
2024_EF1-12_C2-14_ETH4267_S,plant_8,20240517,0.9703750014305115
2024_EF1-12_C2-14_ETH4267_S,plant_9,20240517,0.7111814618110657
2024_EF1-13_TMS60444_S,plant_1,20240517,0.5504160523414612
2024_EF1-13_TMS60444_S,plant_2,20240517,0.5688178539276123
2024_EF1-13_TMS60444_S,plant_3,20240517,0.49839454889297485
2024_EF1-13_TMS60444_S,plant_4,20240517,0.6417582631111145
2024_EF1-13_TMS60444_S,plant_5,20240517,0.5046818256378174
2024_EF1-13_TMS60444_S,plant_6,20240517,0.4365912973880768
2024_EF1-13_TMS60444_S,plant_7,20240517,0.25015005469322205
2024_EF1-13_TMS60444_S,plant_8,20240517,0.3813548684120178
2024_EF1-13_TMS60444_S,plant_9,20240517,0.37390950322151184
2024_EF1-14_VC_ETH4239_S,plant_1,20240517,0.3653288781642914
2024_EF1-14_VC_ETH4239_S,plant_2,20240517,0.28446683287620544
2024_EF1-14_VC_ETH4239_S,plant_3,20240517,0.395175963640213
2024_EF1-14_VC_ETH4239_S,plant_4,20240517,0.3818206787109375
2024_EF1-14_VC_ETH4239_S,plant_5,20240517,0.25207749009132385
2024_EF1-14_VC_ETH4239_S,plant_6,20240517,0.435960978269577
2024_EF1-14_VC_ETH4239_S,plant_7,20240517,0.3239959478378296
2024_EF1-14_VC_ETH4239_S,plant_8,20240517,0.29421985149383545
2024_EF1-14_VC_ETH4239_S,plant_9,20240517,0.33939385414123535
2024_EF1-15_C2-18_ETH4359_S,plant_1,20240517,0.655892550945282
2024_EF1-15_C2-18_ETH4359_S,plant_2,20240517,0.6392907500267029
2024_EF1-15_C2-18_ETH4359_S,plant_3,20240517,0.7644630074501038
2024_EF1-15_C2-18_ETH4359_S,plant_4,20240517,0.6136946678161621
2024_EF1-15_C2-18_ETH4359_S,plant_5,20240517,0.656057596206665
2024_EF1-15_C2-18_ETH4359_S,plant_6,20240517,0.8147356510162354
2024_EF1-15_C2-18_ETH4359_S,plant_7,20240517,0.8350797891616821
2024_EF1-15_C2-18_ETH4359_S,plant_8,20240517,0.6013254523277283
2024_EF1-15_C2-18_ETH4359_S,plant_9,20240517,0.7815411686897278
2024_EF1-16_C2-8_ETH4262_S,plant_1,20240517,0.8341681957244873
2024_EF1-16_C2-8_ETH4262_S,plant_2,20240517,0.6230801939964294
2024_EF1-16_C2-8_ETH4262_S,plant_3,20240517,0.719534695148468
2024_EF1-16_C2-8_ETH4262_S,plant_4,20240517,0.7285586595535278
2024_EF1-16_C2-8_ETH4262_S,plant_5,20240517,0.5730883479118347
2024_EF1-16_C2-8_ETH4262_S,plant_6,20240517,0.5663756728172302
2024_EF1-16_C2-8_ETH4262_S,plant_7,20240517,0.526833176612854
2024_EF1-16_C2-8_ETH4262_S,plant_8,20240517,0.6539419889450073
2024_EF1-16_C2-8_ETH4262_S,plant_9,20240517,0.6005863547325134
2024_EF1-17_C2-18_ETH4354_S,plant_1,20240517,0.6245549321174622
2024_EF1-17_C2-18_ETH4354_S,plant_2,20240517,0.741389274597168
2024_EF1-17_C2-18_ETH4354_S,plant_3,20240517,0.7879179120063782
2024_EF1-17_C2-18_ETH4354_S,plant_4,20240517,0.7104369401931763
2024_EF1-17_C2-18_ETH4354_S,plant_5,20240517,0.7474731802940369
2024_EF1-17_C2-18_ETH4354_S,plant_6,20240517,0.8180616497993469
2024_EF1-17_C2-18_ETH4354_S,plant_7,20240517,0.770220935344696
2024_EF1-17_C2-18_ETH4354_S,plant_8,20240517,0.6202341914176941
2024_EF1-17_C2-18_ETH4354_S,plant_9,20240517,0.7736824154853821
2024_EF1-18_C46_ETH4369_S,plant_1,20240517,0.7726770639419556
2024_EF1-18_C46_ETH4369_S,plant_2,20240517,0.7248833179473877
2024_EF1-18_C46_ETH4369_S,plant_3,20240517,0.6100117564201355
2024_EF1-18_C46_ETH4369_S,plant_4,20240517,0.3682946562767029
2024_EF1-18_C46_ETH4369_S,plant_5,20240517,0.3775325417518616
2024_EF1-18_C46_ETH4369_S,plant_6,20240517,0.4963947534561157
2024_EF1-18_C46_ETH4369_S,plant_7,20240517,0.3654569089412689
2024_EF1-18_C46_ETH4369_S,plant_8,20240517,0.595352828502655
2024_EF1-18_C46_ETH4369_S,plant_9,20240517,0.589990496635437
2024_EF1-19_VC_ETH4243_S,plant_1,20240517,0.6405025124549866
2024_EF1-19_VC_ETH4243_S,plant_2,20240517,0.6332191228866577
2024_EF1-19_VC_ETH4243_S,plant_3,20240517,0.41429606080055237
2024_EF1-19_VC_ETH4243_S,plant_4,20240517,0.46323326230049133
2024_EF1-19_VC_ETH4243_S,plant_5,20240517,0.6161133050918579
2024_EF1-19_VC_ETH4243_S,plant_6,20240517,0.445591539144516
2024_EF1-19_VC_ETH4243_S,plant_7,20240517,0.6761210560798645
2024_EF1-19_VC_ETH4243_S,plant_8,20240517,0.2615317106246948
2024_EF1-19_VC_ETH4243_S,plant_9,20240517,0.5882214903831482
2024_EF1-20_C2-18_ETH4355_S,plant_1,20240517,0.5566853284835815
2024_EF1-20_C2-18_ETH4355_S,plant_2,20240517,0.5244438648223877
2024_EF1-20_C2-18_ETH4355_S,plant_3,20240517,0.43979060649871826
2024_EF1-20_C2-18_ETH4355_S,plant_4,20240517,0.4303593337535858
2024_EF1-20_C2-18_ETH4355_S,plant_5,20240517,0.3634205460548401
2024_EF1-20_C2-18_ETH4355_S,plant_6,20240517,0.12979422509670258
2024_EF1-20_C2-18_ETH4355_S,plant_7,20240517,0.3088855743408203
2024_EF1-20_C2-18_ETH4355_S,plant_8,20240517,0.3868919312953949
2024_EF1-20_C2-18_ETH4355_S,plant_9,20240517,0.32944098114967346
2024_EF1-21_C46_ETH4375_S,plant_1,20240517,0.3000957667827606
2024_EF1-21_C46_ETH4375_S,plant_2,20240517,0.3558398485183716
2024_EF1-21_C46_ETH4375_S,plant_3,20240517,0.12409966439008713
2024_EF1-21_C46_ETH4375_S,plant_4,20240517,0.22096188366413116
2024_EF1-21_C46_ETH4375_S,plant_5,20240517,0.22282525897026062
2024_EF1-21_C46_ETH4375_S,plant_6,20240517,0.25871458649635315
2024_EF1-21_C46_ETH4375_S,plant_7,20240517,0.2281063199043274
2024_EF1-21_C46_ETH4375_S,plant_8,20240517,0.08588369935750961
2024_EF1-21_C46_ETH4375_S,plant_9,20240517,0.22669921815395355
2024_EF1-22_TMS60444_S,plant_1,20240517,0.617212176322937
2024_EF1-22_TMS60444_S,plant_2,20240517,0.5868993401527405
2024_EF1-22_TMS60444_S,plant_3,20240517,0.6125943064689636
2024_EF1-22_TMS60444_S,plant_4,20240517,0.6092405915260315
2024_EF1-22_TMS60444_S,plant_5,20240517,0.5673017501831055
2024_EF1-22_TMS60444_S,plant_6,20240517,0.5517563819885254
2024_EF1-22_TMS60444_S,plant_7,20240517,0.6123723387718201
2024_EF1-22_TMS60444_S,plant_8,20240517,0.5824928283691406
2024_EF1-22_TMS60444_S,plant_9,20240517,0.5562177896499634
2024_EF1-23_C2-14_ETH4275_S,plant_1,20240517,0.6641071438789368
2024_EF1-23_C2-14_ETH4275_S,plant_2,20240517,0.7662844657897949
2024_EF1-23_C2-14_ETH4275_S,plant_3,20240517,0.6285520195960999
2024_EF1-23_C2-14_ETH4275_S,plant_4,20240517,0.5986692905426025
2024_EF1-23_C2-14_ETH4275_S,plant_5,20240517,0.49842825531959534
2024_EF1-23_C2-14_ETH4275_S,plant_6,20240517,0.6270425319671631
2024_EF1-23_C2-14_ETH4275_S,plant_7,20240517,0.6233207583427429
2024_EF1-23_C2-14_ETH4275_S,plant_8,20240517,0.7010793089866638
2024_EF1-23_C2-14_ETH4275_S,plant_9,20240517,0.687513530254364
2024_EF1-24_C2-14_ETH4267_S,plant_1,20240517,0.6660295128822327
2024_EF1-24_C2-14_ETH4267_S,plant_2,20240517,0.5964749455451965
2024_EF1-24_C2-14_ETH4267_S,plant_3,20240517,0.568610668182373
2024_EF1-24_C2-14_ETH4267_S,plant_4,20240517,0.835800290107727
2024_EF1-24_C2-14_ETH4267_S,plant_5,20240517,0.6391881108283997
2024_EF1-24_C2-14_ETH4267_S,plant_6,20240517,0.7399234175682068
2024_EF1-24_C2-14_ETH4267_S,plant_7,20240517,0.8944065570831299
2024_EF1-24_C2-14_ETH4267_S,plant_8,20240517,0.719281792640686
2024_EF1-24_C2-14_ETH4267_S,plant_9,20240517,0.8544362187385559
2024_EF1-25_C2-18_ETH4355_S,plant_1,20240517,0.45093387365341187
2024_EF1-25_C2-18_ETH4355_S,plant_2,20240517,0.524172842502594
2024_EF1-25_C2-18_ETH4355_S,plant_3,20240517,0.5178694725036621
2024_EF1-25_C2-18_ETH4355_S,plant_4,20240517,0.892427384853363
2024_EF1-25_C2-18_ETH4355_S,plant_5,20240517,0.5893095135688782
2024_EF1-25_C2-18_ETH4355_S,plant_6,20240517,0.7100628614425659
2024_EF1-25_C2-18_ETH4355_S,plant_7,20240517,0.36630818247795105
2024_EF1-25_C2-18_ETH4355_S,plant_8,20240517,0.5654624700546265
2024_EF1-25_C2-18_ETH4355_S,plant_9,20240517,0.532410204410553
2024_EF1-26_C2-8_ETH4266_S,plant_1,20240517,0.5159167647361755
2024_EF1-26_C2-8_ETH4266_S,plant_2,20240517,0.31869351863861084
2024_EF1-26_C2-8_ETH4266_S,plant_3,20240517,0.5332525968551636
2024_EF1-26_C2-8_ETH4266_S,plant_4,20240517,0.7708167433738708
2024_EF1-26_C2-8_ETH4266_S,plant_5,20240517,0.44528698921203613
2024_EF1-26_C2-8_ETH4266_S,plant_6,20240517,0.5520160794258118
2024_EF1-26_C2-8_ETH4266_S,plant_7,20240517,0.3182375133037567
2024_EF1-26_C2-8_ETH4266_S,plant_8,20240517,0.434622585773468
2024_EF1-26_C2-8_ETH4266_S,plant_9,20240517,0.3450554311275482
2024_EF1-27_VC_ETH4221_S,plant_1,20240517,0.3575941324234009
2024_EF1-27_VC_ETH4221_S,plant_2,20240517,0.18767312169075012
2024_EF1-27_VC_ETH4221_S,plant_3,20240517,0.1393863707780838
2024_EF1-27_VC_ETH4221_S,plant_4,20240517,0.19257859885692596
2024_EF1-27_VC_ETH4221_S,plant_5,20240517,0.44339877367019653
2024_EF1-27_VC_ETH4221_S,plant_6,20240517,0.430583655834198
2024_EF1-27_VC_ETH4221_S,plant_7,20240517,0.3221493661403656
2024_EF1-27_VC_ETH4221_S,plant_8,20240517,0.3635195791721344
2024_EF1-27_VC_ETH4221_S,plant_9,20240517,0.16083218157291412
2024_EF1-28_C46_ETH4389_S,plant_1,20240517,0.12170155346393585
2024_EF1-28_C46_ETH4389_S,plant_2,20240517,0.30677086114883423
2024_EF1-28_C46_ETH4389_S,plant_3,20240517,0.15986423194408417
2024_EF1-28_C46_ETH4389_S,plant_4,20240517,0.3192451596260071
2024_EF1-28_C46_ETH4389_S,plant_5,20240517,0.27929776906967163
2024_EF1-28_C46_ETH4389_S,plant_6,20240517,0.32865628600120544
2024_EF1-28_C46_ETH4389_S,plant_7,20240517,0.4049716591835022
2024_EF1-28_C46_ETH4389_S,plant_8,20240517,0.10591581463813782
2024_EF1-28_C46_ETH4389_S,plant_9,20240517,0.22211213409900665
2024_EF1-29_C46_ETH4375_S,plant_1,20240517,0.6134641766548157
2024_EF1-29_C46_ETH4375_S,plant_2,20240517,0.6765638589859009
2024_EF1-29_C46_ETH4375_S,plant_3,20240517,0.5692198276519775
2024_EF1-29_C46_ETH4375_S,plant_4,20240517,0.7827664613723755
2024_EF1-29_C46_ETH4375_S,plant_5,20240517,0.6578313708305359
2024_EF1-29_C46_ETH4375_S,plant_6,20240517,0.7921386957168579
2024_EF1-29_C46_ETH4375_S,plant_7,20240517,0.813103973865509
2024_EF1-29_C46_ETH4375_S,plant_8,20240517,0.9293073415756226
2024_EF1-29_C46_ETH4375_S,plant_9,20240517,0.897924542427063
2024_EF1-30_VC_ETH4234_S,plant_1,20240517,0.5393869280815125
2024_EF1-30_VC_ETH4234_S,plant_2,20240517,0.8802815675735474
2024_EF1-30_VC_ETH4234_S,plant_3,20240517,1.0214157104492188
2024_EF1-30_VC_ETH4234_S,plant_4,20240517,0.8171910643577576
2024_EF1-30_VC_ETH4234_S,plant_5,20240517,0.9675174951553345
2024_EF1-30_VC_ETH4234_S,plant_6,20240517,1.0525630712509155
2024_EF1-30_VC_ETH4234_S,plant_7,20240517,0.595475435256958
2024_EF1-30_VC_ETH4234_S,plant_8,20240517,0.8981315493583679
2024_EF1-30_VC_ETH4234_S,plant_9,20240517,0.7712365388870239
2024_EF1-31_C2-18_ETH4358_S,plant_1,20240517,0.43470636010169983
2024_EF1-31_C2-18_ETH4358_S,plant_2,20240517,0.7035905122756958
2024_EF1-31_C2-18_ETH4358_S,plant_3,20240517,0.7787266969680786
2024_EF1-31_C2-18_ETH4358_S,plant_4,20240517,0.7187494039535522
2024_EF1-31_C2-18_ETH4358_S,plant_5,20240517,0.9423731565475464
2024_EF1-31_C2-18_ETH4358_S,plant_6,20240517,0.8456769585609436
2024_EF1-31_C2-18_ETH4358_S,plant_7,20240517,0.8745408654212952
2024_EF1-31_C2-18_ETH4358_S,plant_8,20240517,0.802151620388031
2024_EF1-31_C2-18_ETH4358_S,plant_9,20240517,0.7646976709365845
2024_EF1-32_VC_ETH4239_S,plant_1,20240517,0.9059338569641113
2024_EF1-32_VC_ETH4239_S,plant_2,20240517,0.35798773169517517
2024_EF1-32_VC_ETH4239_S,plant_3,20240517,0.538987398147583
2024_EF1-32_VC_ETH4239_S,plant_4,20240517,0.6634404063224792
2024_EF1-32_VC_ETH4239_S,plant_5,20240517,0.7349730134010315
2024_EF1-32_VC_ETH4239_S,plant_6,20240517,0.8454951047897339
2024_EF1-32_VC_ETH4239_S,plant_7,20240517,0.5095787048339844
2024_EF1-32_VC_ETH4239_S,plant_8,20240517,1.121983289718628
2024_EF1-32_VC_ETH4239_S,plant_9,20240517,0.8482998609542847
2024_EF1-33_C2-8_ETH4265_S,plant_1,20240517,0.6025586724281311
2024_EF1-33_C2-8_ETH4265_S,plant_2,20240517,0.5421440005302429
2024_EF1-33_C2-8_ETH4265_S,plant_3,20240517,0.4981335699558258
2024_EF1-33_C2-8_ETH4265_S,plant_4,20240517,0.6672096848487854
2024_EF1-33_C2-8_ETH4265_S,plant_5,20240517,0.7284932136535645
2024_EF1-33_C2-8_ETH4265_S,plant_6,20240517,0.22801844775676727
2024_EF1-33_C2-8_ETH4265_S,plant_7,20240517,0.2771414518356323
2024_EF1-33_C2-8_ETH4265_S,plant_8,20240517,0.38929077982902527
2024_EF1-33_C2-8_ETH4265_S,plant_9,20240517,0.4907177686691284
2024_EF1-34_C2-18_ETH4359_S,plant_1,20240517,0.6235507130622864
2024_EF1-34_C2-18_ETH4359_S,plant_2,20240517,0.5027937889099121
2024_EF1-34_C2-18_ETH4359_S,plant_3,20240517,0.496207594871521
2024_EF1-34_C2-18_ETH4359_S,plant_4,20240517,0.8213841915130615
2024_EF1-34_C2-18_ETH4359_S,plant_5,20240517,0.45677539706230164
2024_EF1-34_C2-18_ETH4359_S,plant_6,20240517,0.5314078330993652
2024_EF1-34_C2-18_ETH4359_S,plant_7,20240517,0.4790523052215576
2024_EF1-34_C2-18_ETH4359_S,plant_8,20240517,0.7745298147201538
2024_EF1-34_C2-18_ETH4359_S,plant_9,20240517,0.44433674216270447
2024_EF1-35_C2-18_ETH4359_S,plant_1,20240517,0.11430605500936508
2024_EF1-35_C2-18_ETH4359_S,plant_2,20240517,0.4231535494327545
2024_EF1-35_C2-18_ETH4359_S,plant_3,20240517,0.3302219808101654
2024_EF1-35_C2-18_ETH4359_S,plant_4,20240517,0.5284901857376099
2024_EF1-35_C2-18_ETH4359_S,plant_5,20240517,0.13965757191181183
2024_EF1-35_C2-18_ETH4359_S,plant_6,20240517,0.41669759154319763
2024_EF1-35_C2-18_ETH4359_S,plant_7,20240517,0.1267307698726654
2024_EF1-35_C2-18_ETH4359_S,plant_8,20240517,0.3380262553691864
2024_EF1-35_C2-18_ETH4359_S,plant_9,20240517,0.5639367699623108
2024_EF1-36_C46_ETH4374_S,plant_1,20240517,0.8005777597427368
2024_EF1-36_C46_ETH4374_S,plant_2,20240517,0.5874334573745728
2024_EF1-36_C46_ETH4374_S,plant_3,20240517,0.8613190650939941
2024_EF1-36_C46_ETH4374_S,plant_4,20240517,0.7574173808097839
2024_EF1-36_C46_ETH4374_S,plant_5,20240517,0.7420459389686584
2024_EF1-36_C46_ETH4374_S,plant_6,20240517,0.5478307604789734
2024_EF1-36_C46_ETH4374_S,plant_7,20240517,0.6115960478782654
2024_EF1-36_C46_ETH4374_S,plant_8,20240517,0.5661190748214722
2024_EF1-36_C46_ETH4374_S,plant_9,20240517,0.5511557459831238
2024_EF1-37_C2-8_ETH4262_S,plant_1,20240517,0.8032403588294983
2024_EF1-37_C2-8_ETH4262_S,plant_2,20240517,0.878552258014679
2024_EF1-37_C2-8_ETH4262_S,plant_3,20240517,0.9010981917381287
2024_EF1-37_C2-8_ETH4262_S,plant_4,20240517,0.7342711091041565
2024_EF1-37_C2-8_ETH4262_S,plant_5,20240517,0.8660425543785095
2024_EF1-37_C2-8_ETH4262_S,plant_6,20240517,0.6507546305656433
2024_EF1-37_C2-8_ETH4262_S,plant_7,20240517,0.7209922075271606
2024_EF1-37_C2-8_ETH4262_S,plant_8,20240517,0.7509445548057556
2024_EF1-37_C2-8_ETH4262_S,plant_9,20240517,0.644875705242157
2024_EF1-38_C2-18_ETH4349_S,plant_1,20240517,0.7939613461494446
2024_EF1-38_C2-18_ETH4349_S,plant_2,20240517,1.0912830829620361
2024_EF1-38_C2-18_ETH4349_S,plant_3,20240517,0.888313889503479
2024_EF1-38_C2-18_ETH4349_S,plant_4,20240517,0.790816068649292
2024_EF1-38_C2-18_ETH4349_S,plant_5,20240517,0.8051292896270752
2024_EF1-38_C2-18_ETH4349_S,plant_6,20240517,0.7535001635551453
2024_EF1-38_C2-18_ETH4349_S,plant_7,20240517,0.7251126170158386
2024_EF1-38_C2-18_ETH4349_S,plant_8,20240517,0.4156204164028168
2024_EF1-38_C2-18_ETH4349_S,plant_9,20240517,0.7714411020278931
2024_EF1-39_C46_ETH4389_S,plant_1,20240517,0.5570741891860962
2024_EF1-39_C46_ETH4389_S,plant_2,20240517,0.34997081756591797
2024_EF1-39_C46_ETH4389_S,plant_3,20240517,0.5603744983673096
2024_EF1-39_C46_ETH4389_S,plant_4,20240517,0.5689375996589661
2024_EF1-39_C46_ETH4389_S,plant_5,20240517,0.34821969270706177
2024_EF1-39_C46_ETH4389_S,plant_6,20240517,0.3222813010215759
2024_EF1-39_C46_ETH4389_S,plant_7,20240517,0.36365586519241333
2024_EF1-39_C46_ETH4389_S,plant_8,20240517,0.3509518802165985
2024_EF1-39_C46_ETH4389_S,plant_9,20240517,0.30764350295066833
2024_EF1-40_C2-8_ETH4266_S,plant_1,20240517,0.7750236988067627
2024_EF1-40_C2-8_ETH4266_S,plant_2,20240517,0.2616422474384308
2024_EF1-40_C2-8_ETH4266_S,plant_3,20240517,0.6053590178489685
2024_EF1-40_C2-8_ETH4266_S,plant_4,20240517,0.8203222155570984
2024_EF1-40_C2-8_ETH4266_S,plant_5,20240517,0.6265360116958618
2024_EF1-40_C2-8_ETH4266_S,plant_6,20240517,0.6396219730377197
2024_EF1-40_C2-8_ETH4266_S,plant_7,20240517,0.7427838444709778
